"test","loc","genotype","code","fc","pc","note1","note2","year","rep","plot","md","lod","ht","yield","sdwt","sq","pro","oil","p_o","id","ag_score","hif_family","allele_call","shriveled","det","linolenic","oleic","herbicide","shrivel"
"LP Pro-1","Cas","N16-734","12","W","t","Seg for Mat",NA,2017,2,105,18,2.5,NA,1177,15.8,3,43.05,21.72,64.77,"105*N16-734*LP Pro-1*Cas*2017*12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-734","12","w","t",NA,NA,2017,3,129,NA,NA,NA,1124.3,15.8,3,42.87,21.6,64.47,"129*N16-734*LP Pro-1*Cas*2017*12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-818","13","W","t",NA,NA,2017,1,5,17,2,NA,990.6,16,3.5,44.2,21.87,66.07,"5*N16-818*LP Pro-1*Cas*2017*13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-818","13","W","t",NA,NA,2017,2,84,22,2.5,NA,1008.2,15.2,3.5,44.26,21.38,65.64,"84*N16-818*LP Pro-1*Cas*2017*13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-818","13","W","t",NA,NA,2017,3,178,NA,NA,NA,1054.9,15.3,3.5,43.57,22.44,66.01,"178*N16-818*LP Pro-1*Cas*2017*13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-841","14","s","t","green stem",NA,2017,1,31,25,2.5,NA,1098.2,17.9,3,44.95,22.19,67.14,"31*N16-841*LP Pro-1*Cas*2017*14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-841","14","s","t",NA,NA,2017,2,74,20,2.5,NA,1151.1,15.4,3,43.88,23.11,66.99,"74*N16-841*LP Pro-1*Cas*2017*14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-841","14","s","t",NA,NA,2017,3,158,NA,NA,NA,1101.7,16.4,3,44.68,22.99,67.67,"158*N16-841*LP Pro-1*Cas*2017*14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-851","15","s","t","seg mat green stem",NA,2017,1,16,23,2,NA,953.9,16.5,3.5,44.34,22.48,66.82,"16*N16-851*LP Pro-1*Cas*2017*15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-851","15","s","t","seg mat green stem",NA,2017,2,93,25,3,NA,832.5,15.3,3.5,44.52,22.37,66.89,"93*N16-851*LP Pro-1*Cas*2017*15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-851","15","s","t",NA,NA,2017,3,166,NA,NA,NA,880.4,15.9,3.5,44.36,23.25,67.61,"166*N16-851*LP Pro-1*Cas*2017*15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-860","16","W","t",NA,NA,2017,1,28,19,2.5,NA,1175.6,15.2,3,43.77,23.16,66.93,"28*N16-860*LP Pro-1*Cas*2017*16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-860","16","W","t",NA,NA,2017,2,112,22,2.5,NA,1074.9,14.7,3,44.33,22.71,67.04,"112*N16-860*LP Pro-1*Cas*2017*16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-860","16","W","t",NA,NA,2017,3,154,NA,NA,NA,1164.9,14.9,3,43.51,22.95,66.46,"154*N16-860*LP Pro-1*Cas*2017*16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-862","17","s","t","seg green stem",NA,2017,1,48,25,2,NA,991.5,17.1,3.5,43.66,21.52,65.18,"48*N16-862*LP Pro-1*Cas*2017*17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-862","17","s","t","seg green stem",NA,2017,2,79,24,3,NA,997.6,16.5,3.5,43.61,22.02,65.63,"79*N16-862*LP Pro-1*Cas*2017*17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-862","17","s","t",NA,NA,2017,3,161,NA,NA,NA,964.7,15.9,3.5,43.47,21.8,65.27,"161*N16-862*LP Pro-1*Cas*2017*17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-874","18","W","t","seg for mat 24",NA,2017,1,7,24,2,NA,1279.6,17.6,3,45.5,22.22,67.72,"7*N16-874*LP Pro-1*Cas*2017*18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-874","18","W","t","seg for mat",NA,2017,2,119,25,2,NA,913.1,16.3,3,44.55,22.02,66.57,"119*N16-874*LP Pro-1*Cas*2017*18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-874","18","W","t",NA,NA,2017,3,132,NA,NA,NA,887.4,16.4,3,44.82,21.56,66.38,"132*N16-874*LP Pro-1*Cas*2017*18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-886","19","S","t","green stem",NA,2017,1,58,24,2,NA,992.8,16.1,3,42.61,22.61,65.22,"58*N16-886*LP Pro-1*Cas*2017*19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-886","19","S","t","green stem",NA,2017,2,65,20,3,NA,1005,14.9,3,42.92,23.34,66.26,"65*N16-886*LP Pro-1*Cas*2017*19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-886","19","S","t",NA,NA,2017,3,174,NA,NA,NA,1062.2,15.4,3,43.9,22.51,66.41,"174*N16-886*LP Pro-1*Cas*2017*19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-470","2","W","t",NA,NA,2017,1,17,15,2.5,NA,1404.9,13.4,2.5,47.84,21.17,69.01,"17*N16-470*LP Pro-1*Cas*2017*2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-470","2","W","t",NA,NA,2017,2,81,18,2,NA,1318.4,14.5,2.5,48.93,20.24,69.17,"81*N16-470*LP Pro-1*Cas*2017*2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-470","2","W","t",NA,NA,2017,3,139,NA,NA,NA,1261.2,13.2,2.5,47.12,20.92,68.04,"139*N16-470*LP Pro-1*Cas*2017*2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-917","20","W","t",NA,NA,2017,1,32,20,2,NA,1207.5,18.7,3.5,44.97,21.98,66.95,"32*N16-917*LP Pro-1*Cas*2017*20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-917","20","W","t",NA,NA,2017,2,117,17,2.5,NA,1133.3,18.4,3.5,43.49,22.64,66.13,"117*N16-917*LP Pro-1*Cas*2017*20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-917","20","W","t",NA,NA,2017,3,130,NA,NA,NA,852,17.9,3.5,44.93,21.27,66.2,"130*N16-917*LP Pro-1*Cas*2017*20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-931","21","P","t",NA,NA,2017,1,37,12,2,NA,1148.2,15,2,42.68,24.13,66.81,"37*N16-931*LP Pro-1*Cas*2017*21",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-931","21","P","t",NA,NA,2017,2,110,18,2,NA,1077.5,16.7,2.5,44.1,22.93,67.03,"110*N16-931*LP Pro-1*Cas*2017*21",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-931","21",".",".",NA,NA,2017,3,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,"149*N16-931*LP Pro-1*Cas*2017*21",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-969","22","P","t",NA,NA,2017,1,2,15,3,NA,1152,16.2,2.5,43.29,23.24,66.53,"2*N16-969*LP Pro-1*Cas*2017*22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-969","22","P","t",NA,NA,2017,2,70,18,2,NA,1346.6,16,2.5,43.51,22.97,66.48,"70*N16-969*LP Pro-1*Cas*2017*22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-969","22","P","t",NA,NA,2017,3,144,NA,NA,NA,1085.3,14.3,3,44.74,22.05,66.79,"144*N16-969*LP Pro-1*Cas*2017*22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-970","23","P","g","seg green stem",NA,2017,1,33,25,2.5,NA,1216.1,16.9,3,44.02,22.68,66.7,"33*N16-970*LP Pro-1*Cas*2017*23",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-970","23","P","g","seg green stem",NA,2017,2,100,24,2.5,NA,1112.2,16.5,3,44.17,22.17,66.34,"100*N16-970*LP Pro-1*Cas*2017*23",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-970","23","P","g",NA,NA,2017,3,173,NA,NA,NA,1246.3,16.4,3,44.69,22.58,67.27,"173*N16-970*LP Pro-1*Cas*2017*23",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-973","24","P","t","green stem",NA,2017,1,53,22,3,NA,1196.9,15.5,3,43.38,23.4,66.78,"53*N16-973*LP Pro-1*Cas*2017*24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-973","24","P","t","green stem",NA,2017,2,113,20,3,NA,1030.4,15.5,3,44.28,22.66,66.94,"113*N16-973*LP Pro-1*Cas*2017*24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-973","24","P","t",NA,NA,2017,3,153,NA,NA,NA,1144.8,15.1,3,43.74,22.38,66.12,"153*N16-973*LP Pro-1*Cas*2017*24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-976","25","P","t","green stem",NA,2017,1,11,19,2,NA,1182.2,18.1,3.5,43.95,22.28,66.23,"11*N16-976*LP Pro-1*Cas*2017*25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-976","25","P","t","green stem",NA,2017,2,78,22,2.5,NA,1151.8,17.4,3.5,43.07,23.31,66.38,"78*N16-976*LP Pro-1*Cas*2017*25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-976","25","P","t",NA,NA,2017,3,140,NA,NA,NA,807.4,17.6,3.5,43.85,21.97,65.82,"140*N16-976*LP Pro-1*Cas*2017*25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-978","26","P","t","green stem",NA,2017,1,52,24,2,NA,1246.1,17.5,3,42.73,22.83,65.56,"52*N16-978*LP Pro-1*Cas*2017*26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-978","26","P","t","green stem",NA,2017,2,86,20,2,NA,1111.2,17.4,3,43.25,22.65,65.9,"86*N16-978*LP Pro-1*Cas*2017*26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-978","26","P","t",NA,NA,2017,3,175,NA,NA,NA,1093.8,17,3,43.2,23.06,66.26,"175*N16-978*LP Pro-1*Cas*2017*26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-986","27","P","g",NA,NA,2017,1,46,20,3,NA,1070.7,16.3,2.5,44.9,21.92,66.82,"46*N16-986*LP Pro-1*Cas*2017*27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-986","27","P","g",NA,NA,2017,2,76,15,3.5,NA,1015.7,16.7,2.5,44.57,22.71,67.28,"76*N16-986*LP Pro-1*Cas*2017*27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-986","27","P","g",NA,NA,2017,3,143,NA,NA,NA,713.9,15.4,3,44.19,22.01,66.2,"143*N16-986*LP Pro-1*Cas*2017*27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-988","28","P","s",NA,NA,2017,1,43,20,3,NA,1187.3,15.1,2.5,43.46,22.17,65.63,"43*N16-988*LP Pro-1*Cas*2017*28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-988","28","P","s",NA,NA,2017,2,118,20,3.5,NA,1192.6,15.3,2.5,44,22.67,66.67,"118*N16-988*LP Pro-1*Cas*2017*28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-988","28","P","s",NA,NA,2017,3,134,NA,NA,NA,927.8,15.3,2.5,44.24,22.67,66.91,"134*N16-988*LP Pro-1*Cas*2017*28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-989","29","P","g","green stem",NA,2017,1,42,22,2.5,NA,1241.3,15.8,2,43.73,22.38,66.11,"42*N16-989*LP Pro-1*Cas*2017*29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-989","29","P","g","green stem",NA,2017,2,62,20,2.5,NA,1306,15.4,2,43.63,22.79,66.42,"62*N16-989*LP Pro-1*Cas*2017*29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-989","29","P","g",NA,NA,2017,3,124,NA,NA,NA,984.7,15.6,2,45.22,22.42,67.64,"124*N16-989*LP Pro-1*Cas*2017*29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-502","3","P","t","seg for mat 24",NA,2017,1,4,20,2,NA,1392.9,17,2.5,42.42,23.56,65.98,"4*N16-502*LP Pro-1*Cas*2017*3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-502","3","P","t","seg for mat 25",NA,2017,2,101,22,2,NA,1296.9,18,2.5,40.37,24.49,64.86,"101*N16-502*LP Pro-1*Cas*2017*3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-502","3","P","t",NA,NA,2017,3,169,NA,NA,NA,1290.3,16,2.5,40.89,24.04,64.93,"169*N16-502*LP Pro-1*Cas*2017*3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-995","30","P","g",NA,NA,2017,1,34,20,2,NA,1229.6,15.2,2,43.12,23.34,66.46,"34*N16-995*LP Pro-1*Cas*2017*30",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-995","30","P","g",NA,NA,2017,2,92,20,2,NA,1056.7,15.8,2,43.42,23.09,66.51,"92*N16-995*LP Pro-1*Cas*2017*30",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-995","30","P","g",NA,NA,2017,3,137,NA,NA,NA,986.5,15.1,2,43.87,23.2,67.07,"137*N16-995*LP Pro-1*Cas*2017*30",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1027","31","P","t","green stem",NA,2017,1,39,22,2,NA,1080.3,16.6,2.5,43.19,23.16,66.35,"39*N16-1027*LP Pro-1*Cas*2017*31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1027","31","P","t","green stem",NA,2017,2,97,20,2.5,NA,1383.5,16,2.5,43.66,23.19,66.85,"97*N16-1027*LP Pro-1*Cas*2017*31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1027","31","P","t",NA,NA,2017,3,136,NA,NA,NA,1220.4,14.9,2.5,43.16,23.05,66.21,"136*N16-1027*LP Pro-1*Cas*2017*31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1036","32","P","t",NA,NA,2017,1,27,17,2,NA,1203,16.3,2,41.05,24.19,65.24,"27*N16-1036*LP Pro-1*Cas*2017*32",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1036","32","P","t",NA,NA,2017,2,77,20,2,NA,1228.7,17.1,2,41.23,23.58,64.81,"77*N16-1036*LP Pro-1*Cas*2017*32",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1036","32","P","t",NA,NA,2017,3,179,NA,NA,NA,1088.3,18.3,2,41.03,24.22,65.25,"179*N16-1036*LP Pro-1*Cas*2017*32",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1063","33","s","t","green stem",NA,2017,1,54,22,2.5,NA,1096.9,17.2,2.5,44.11,22.11,66.22,"54*N16-1063*LP Pro-1*Cas*2017*33",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1063","33","s","t","green stem",NA,2017,2,103,22,3,NA,1135,17.2,2.5,43.32,22.58,65.9,"103*N16-1063*LP Pro-1*Cas*2017*33",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1063","33","s","t",NA,NA,2017,3,125,NA,NA,NA,1043.5,17.6,2.5,43.98,22.85,66.83,"125*N16-1063*LP Pro-1*Cas*2017*33",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1081","34","W","t","green stem",NA,2017,1,23,19,2.5,NA,1054.4,16.6,3,44.28,23.57,67.85,"23*N16-1081*LP Pro-1*Cas*2017*34",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1081","34","W","t","green stem",NA,2017,2,120,25,2.5,NA,870,16.5,3.5,43.63,23.3,66.93,"120*N16-1081*LP Pro-1*Cas*2017*34",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1081","34","W","t",NA,NA,2017,3,168,NA,NA,NA,1092.4,16.5,3.5,43.74,23.21,66.95,"168*N16-1081*LP Pro-1*Cas*2017*34",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1083","35","W","t","green stem",NA,2017,1,60,22,3,NA,871,17.2,3.5,43.89,23.33,67.22,"60*N16-1083*LP Pro-1*Cas*2017*35",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1083","35","W","t","green stem",NA,2017,2,111,25,3,NA,1023.6,17.5,3.5,44.08,22.71,66.79,"111*N16-1083*LP Pro-1*Cas*2017*35",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1083","35","W","t",NA,NA,2017,3,133,NA,NA,NA,840.2,17.3,3.5,44.08,23.18,67.26,"133*N16-1083*LP Pro-1*Cas*2017*35",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1084","36","W","t","green stem",NA,2017,1,20,23,2.5,NA,1100.4,18.2,3,44.31,23.04,67.35,"20*N16-1084*LP Pro-1*Cas*2017*36",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1084","36","W","t","green stem",NA,2017,2,71,26,2.5,NA,1027.9,17,3,44.57,23.09,67.66,"71*N16-1084*LP Pro-1*Cas*2017*36",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1084","36","w","t",NA,NA,2017,3,177,NA,NA,NA,1188.6,16.1,3,43.89,22.93,66.82,"177*N16-1084*LP Pro-1*Cas*2017*36",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1085","37","P","t","seg for mat",NA,2017,1,6,24,3,NA,889.5,16,3,43.24,22.94,66.18,"6*N16-1085*LP Pro-1*Cas*2017*37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1085","37","P","t","seg for mat",NA,2017,2,69,24,3,NA,812,16.7,3,44.06,22.13,66.19,"69*N16-1085*LP Pro-1*Cas*2017*37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1085","37","P","t",NA,NA,2017,3,121,NA,NA,NA,941.9,15.7,3,43.45,22.05,65.5,"121*N16-1085*LP Pro-1*Cas*2017*37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1086","38","P","t","green stem",NA,2017,1,35,25,3,NA,1014.5,16.6,3,43.35,22.32,65.67,"35*N16-1086*LP Pro-1*Cas*2017*38",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1086","38","P","t","green stem",NA,2017,2,116,22,2.5,NA,1008.9,15.9,3,43.41,22.43,65.84,"116*N16-1086*LP Pro-1*Cas*2017*38",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1086","38","P","t",NA,NA,2017,3,146,NA,NA,NA,765.4,14.8,3,44.25,22.12,66.37,"146*N16-1086*LP Pro-1*Cas*2017*38",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1087","39","P","t",NA,NA,2017,1,3,26,2,NA,1007,18.1,3,43.23,22.16,65.39,"3*N16-1087*LP Pro-1*Cas*2017*39",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1087","39","P","t",NA,NA,2017,2,87,23,2,NA,1350.5,16.5,2.5,42.53,23.36,65.89,"87*N16-1087*LP Pro-1*Cas*2017*39",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1087","39","P","t",NA,NA,2017,3,167,NA,NA,NA,1202.9,18.8,2.5,43.09,22.38,65.47,"167*N16-1087*LP Pro-1*Cas*2017*39",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-590","4","P","t","green stem",NA,2017,1,30,17,2,NA,1498.2,15.6,2,44.13,22.13,66.26,"30*N16-590*LP Pro-1*Cas*2017*4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-590","4","P","t","green stem",NA,2017,2,99,21,2.5,NA,1388,15.4,2.5,45.35,21.93,67.28,"99*N16-590*LP Pro-1*Cas*2017*4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-590","4","P","t",NA,NA,2017,3,160,NA,NA,NA,1632,15,3,43.72,22.53,66.25,"160*N16-590*LP Pro-1*Cas*2017*4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1095","40","w","t","green stem",NA,2017,1,55,22,2.5,NA,1191.3,16.9,3,44.01,21.96,65.97,"55*N16-1095*LP Pro-1*Cas*2017*40",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1095","40","w","t","green stem",NA,2017,2,108,22,3,NA,1021,15.9,3,43.48,22.13,65.61,"108*N16-1095*LP Pro-1*Cas*2017*40",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1095","40","w","t",NA,NA,2017,3,164,NA,NA,NA,1297.9,16,3,43.34,22.44,65.78,"164*N16-1095*LP Pro-1*Cas*2017*40",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1097","41","P","t",NA,NA,2017,1,56,22,3,NA,1053.2,16.4,3,43.01,22.66,65.67,"56*N16-1097*LP Pro-1*Cas*2017*41",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1097","41","P","t",NA,NA,2017,2,94,22,3,NA,1122.3,16.4,3,43.08,22.37,65.45,"94*N16-1097*LP Pro-1*Cas*2017*41",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1097","41","P","t",NA,NA,2017,3,131,NA,NA,NA,1033.6,16.3,3,43.4,22.48,65.88,"131*N16-1097*LP Pro-1*Cas*2017*41",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1104","42","W","t",NA,NA,2017,1,24,14,2.5,NA,983.1,17,3,41.88,23.65,65.53,"24*N16-1104*LP Pro-1*Cas*2017*42",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1104","42","W","t",NA,NA,2017,2,109,17,3,NA,1072.7,18.7,3,42.97,22.24,65.21,"109*N16-1104*LP Pro-1*Cas*2017*42",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1104","42","W","t",NA,NA,2017,3,135,NA,NA,NA,965.3,17.3,3,42.19,22.95,65.14,"135*N16-1104*LP Pro-1*Cas*2017*42",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1154","43","P","t","green stem",NA,2017,1,21,20,2.5,NA,1235.1,16.4,2,42.64,23.38,66.02,"21*N16-1154*LP Pro-1*Cas*2017*43",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1154","43","P","t","green stem",NA,2017,2,85,22,3,NA,1088.6,15.1,2,43.02,23.55,66.57,"85*N16-1154*LP Pro-1*Cas*2017*43",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1154","43","P","t",NA,NA,2017,3,156,NA,NA,NA,1142.5,15.8,2,43.18,23.26,66.44,"156*N16-1154*LP Pro-1*Cas*2017*43",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1182","44","W","s",NA,NA,2017,1,36,15,2.5,NA,1172.2,12.8,2,42.22,23.66,65.88,"36*N16-1182*LP Pro-1*Cas*2017*44",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1182","44","W","s",NA,NA,2017,2,75,15,2.5,NA,1448.6,14.5,2,43.03,23.51,66.54,"75*N16-1182*LP Pro-1*Cas*2017*44",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1182","44","W","s",NA,NA,2017,3,170,NA,NA,NA,1273.4,14.9,2,43.47,23.51,66.98,"170*N16-1182*LP Pro-1*Cas*2017*44",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1184","45","W","t",NA,NA,2017,1,22,15,2.5,NA,1359.2,14.8,2,42.68,23.84,66.52,"22*N16-1184*LP Pro-1*Cas*2017*45",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1184","45","W","t",NA,NA,2017,2,72,18,3,NA,1243.3,16.3,2.5,44.69,23.2,67.89,"72*N16-1184*LP Pro-1*Cas*2017*45",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1184","45",".",".",NA,NA,2017,3,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,"142*N16-1184*LP Pro-1*Cas*2017*45",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1186","46","W","g","seg mat",NA,2017,1,29,14,2,NA,1093,15,2,44,22.63,66.63,"29*N16-1186*LP Pro-1*Cas*2017*46",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1186","46","W","g","seg mat",NA,2017,2,61,18,2.5,NA,1237.5,14.5,2.5,43.68,22.46,66.14,"61*N16-1186*LP Pro-1*Cas*2017*46",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1186","46","W","g",NA,NA,2017,3,157,NA,NA,NA,1239.6,14.2,2.5,42.27,23.55,65.82,"157*N16-1186*LP Pro-1*Cas*2017*46",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP Pro-1","Cas","N16-1190","47","P","g","green stem",NA,2017,1,41,22,2.5,NA,1034.5,16,3,42.3,22.49,64.79,"41*N16-1190*LP Pro-1*Cas*2017*47",NA,NA,NA,NA,NA,NA,NA,NA,NA
